Label_Lexi,Region_Lexi,Label_Delin,Net_Delin,Label_Yeo,ROI_Yeo,R,A,S,Label_ggseg,region_ggseg,ROI_Data,,,,,Label_Lab
162,Schaefer2018_17Networks_LH_DefaultA_PFCm_3,14,DefaultA,163,17Networks_LH_DefaultA_PFCm_3,-6,60,6,lh_17Networks_LH_DefaultA_PFCm_3,DefaultA_PFCm_3,X17Networks_LH_DefaultA_PFCm_3,,,,163,Schaefer2018_17Networks_LH_DefaultA_PFCm_3
163,Schaefer2018_17Networks_LH_DefaultA_PFCm_4,14,DefaultA,164,17Networks_LH_DefaultA_PFCm_4,-6,44,6,lh_17Networks_LH_DefaultA_PFCm_4,DefaultA_PFCm_4,X17Networks_LH_DefaultA_PFCm_4,,,,164,Schaefer2018_17Networks_LH_DefaultA_PFCm_4
164,Schaefer2018_17Networks_LH_DefaultA_PFCm_5,14,DefaultA,165,17Networks_LH_DefaultA_PFCm_5,-16,68,8,lh_17Networks_LH_DefaultA_PFCm_5,DefaultA_PFCm_5,X17Networks_LH_DefaultA_PFCm_5,,,,165,Schaefer2018_17Networks_LH_DefaultA_PFCm_5
165,Schaefer2018_17Networks_LH_DefaultA_PFCm_6,14,DefaultA,166,17Networks_LH_DefaultA_PFCm_6,-6,34,20,lh_17Networks_LH_DefaultA_PFCm_6,DefaultA_PFCm_6,X17Networks_LH_DefaultA_PFCm_6,,,,166,Schaefer2018_17Networks_LH_DefaultA_PFCm_6
166,Schaefer2018_17Networks_LH_DefaultB_Temp_1,15,DefaultB,167,17Networks_LH_DefaultB_Temp_1,-44,12,-34,lh_17Networks_LH_DefaultB_Temp_1,DefaultB_Temp_1,X17Networks_LH_DefaultB_Temp_1,,,,167,Schaefer2018_17Networks_LH_DefaultB_Temp_1
167,Schaefer2018_17Networks_LH_DefaultB_Temp_2,15,DefaultB,168,17Networks_LH_DefaultB_Temp_2,-54,-2,-30,lh_17Networks_LH_DefaultB_Temp_2,DefaultB_Temp_2,X17Networks_LH_DefaultB_Temp_2,,,,168,Schaefer2018_17Networks_LH_DefaultB_Temp_2
168,Schaefer2018_17Networks_LH_DefaultB_Temp_3,15,DefaultB,169,17Networks_LH_DefaultB_Temp_3,-62,-18,-20,lh_17Networks_LH_DefaultB_Temp_3,DefaultB_Temp_3,X17Networks_LH_DefaultB_Temp_3,,,,169,Schaefer2018_17Networks_LH_DefaultB_Temp_3
169,Schaefer2018_17Networks_LH_DefaultB_Temp_4,15,DefaultB,170,17Networks_LH_DefaultB_Temp_4,-56,-8,-14,lh_17Networks_LH_DefaultB_Temp_4,DefaultB_Temp_4,X17Networks_LH_DefaultB_Temp_4,,,,170,Schaefer2018_17Networks_LH_DefaultB_Temp_4
170,Schaefer2018_17Networks_LH_DefaultB_Temp_5,15,DefaultB,171,17Networks_LH_DefaultB_Temp_5,-60,-34,-4,lh_17Networks_LH_DefaultB_Temp_5,DefaultB_Temp_5,X17Networks_LH_DefaultB_Temp_5,,,,171,Schaefer2018_17Networks_LH_DefaultB_Temp_5
171,Schaefer2018_17Networks_LH_DefaultB_Temp_6,15,DefaultB,172,17Networks_LH_DefaultB_Temp_6,-52,-22,-6,lh_17Networks_LH_DefaultB_Temp_6,DefaultB_Temp_6,X17Networks_LH_DefaultB_Temp_6,,,,172,Schaefer2018_17Networks_LH_DefaultB_Temp_6
172,Schaefer2018_17Networks_LH_DefaultB_IPL_1,15,DefaultB,173,17Networks_LH_DefaultB_IPL_1,-46,-58,20,lh_17Networks_LH_DefaultB_IPL_1,DefaultB_IPL_1,X17Networks_LH_DefaultB_IPL_1,,,,173,Schaefer2018_17Networks_LH_DefaultB_IPL_1
173,Schaefer2018_17Networks_LH_DefaultB_IPL_2,15,DefaultB,174,17Networks_LH_DefaultB_IPL_2,-56,-54,30,lh_17Networks_LH_DefaultB_IPL_2,DefaultB_IPL_2,X17Networks_LH_DefaultB_IPL_2,,,,174,Schaefer2018_17Networks_LH_DefaultB_IPL_2
174,Schaefer2018_17Networks_LH_DefaultB_PFCd_1,15,DefaultB,175,17Networks_LH_DefaultB_PFCd_1,-4,52,28,lh_17Networks_LH_DefaultB_PFCd_1,DefaultB_PFCd_1,X17Networks_LH_DefaultB_PFCd_1,,,,175,Schaefer2018_17Networks_LH_DefaultB_PFCd_1
175,Schaefer2018_17Networks_LH_DefaultB_PFCd_2,15,DefaultB,176,17Networks_LH_DefaultB_PFCd_2,-14,58,30,lh_17Networks_LH_DefaultB_PFCd_2,DefaultB_PFCd_2,X17Networks_LH_DefaultB_PFCd_2,,,,176,Schaefer2018_17Networks_LH_DefaultB_PFCd_2
176,Schaefer2018_17Networks_LH_DefaultB_PFCd_3,15,DefaultB,177,17Networks_LH_DefaultB_PFCd_3,-22,50,32,lh_17Networks_LH_DefaultB_PFCd_3,DefaultB_PFCd_3,X17Networks_LH_DefaultB_PFCd_3,,,,177,Schaefer2018_17Networks_LH_DefaultB_PFCd_3
177,Schaefer2018_17Networks_LH_DefaultB_PFCd_4,15,DefaultB,178,17Networks_LH_DefaultB_PFCd_4,-8,42,52,lh_17Networks_LH_DefaultB_PFCd_4,DefaultB_PFCd_4,X17Networks_LH_DefaultB_PFCd_4,,,,178,Schaefer2018_17Networks_LH_DefaultB_PFCd_4
178,Schaefer2018_17Networks_LH_DefaultB_PFCd_5,15,DefaultB,179,17Networks_LH_DefaultB_PFCd_5,-12,24,60,lh_17Networks_LH_DefaultB_PFCd_5,DefaultB_PFCd_5,X17Networks_LH_DefaultB_PFCd_5,,,,179,Schaefer2018_17Networks_LH_DefaultB_PFCd_5
179,Schaefer2018_17Networks_LH_DefaultB_PFCd_6,15,DefaultB,180,17Networks_LH_DefaultB_PFCd_6,-6,10,64,lh_17Networks_LH_DefaultB_PFCd_6,DefaultB_PFCd_6,X17Networks_LH_DefaultB_PFCd_6,,,,180,Schaefer2018_17Networks_LH_DefaultB_PFCd_6
180,Schaefer2018_17Networks_LH_DefaultB_PFCl_1,15,DefaultB,181,17Networks_LH_DefaultB_PFCl_1,-40,20,48,lh_17Networks_LH_DefaultB_PFCl_1,DefaultB_PFCl_1,X17Networks_LH_DefaultB_PFCl_1,,,,181,Schaefer2018_17Networks_LH_DefaultB_PFCl_1
181,Schaefer2018_17Networks_LH_DefaultB_PFCl_2,15,DefaultB,182,17Networks_LH_DefaultB_PFCl_2,-42,8,48,lh_17Networks_LH_DefaultB_PFCl_2,DefaultB_PFCl_2,X17Networks_LH_DefaultB_PFCl_2,,,,182,Schaefer2018_17Networks_LH_DefaultB_PFCl_2
182,Schaefer2018_17Networks_LH_DefaultB_PFCv_1,15,DefaultB,183,17Networks_LH_DefaultB_PFCv_1,-36,22,-16,lh_17Networks_LH_DefaultB_PFCv_1,DefaultB_PFCv_1,X17Networks_LH_DefaultB_PFCv_1,,,,183,Schaefer2018_17Networks_LH_DefaultB_PFCv_1
183,Schaefer2018_17Networks_LH_DefaultB_PFCv_2,15,DefaultB,184,17Networks_LH_DefaultB_PFCv_2,-36,36,-12,lh_17Networks_LH_DefaultB_PFCv_2,DefaultB_PFCv_2,X17Networks_LH_DefaultB_PFCv_2,,,,184,Schaefer2018_17Networks_LH_DefaultB_PFCv_2
184,Schaefer2018_17Networks_LH_DefaultB_PFCv_3,15,DefaultB,185,17Networks_LH_DefaultB_PFCv_3,-46,32,-10,lh_17Networks_LH_DefaultB_PFCv_3,DefaultB_PFCv_3,X17Networks_LH_DefaultB_PFCv_3,,,,185,Schaefer2018_17Networks_LH_DefaultB_PFCv_3
185,Schaefer2018_17Networks_LH_DefaultB_PFCv_4,15,DefaultB,186,17Networks_LH_DefaultB_PFCv_4,-48,28,0,lh_17Networks_LH_DefaultB_PFCv_4,DefaultB_PFCv_4,X17Networks_LH_DefaultB_PFCv_4,,,,186,Schaefer2018_17Networks_LH_DefaultB_PFCv_4
186,Schaefer2018_17Networks_LH_DefaultB_PFCv_5,15,DefaultB,187,17Networks_LH_DefaultB_PFCv_5,-54,20,12,lh_17Networks_LH_DefaultB_PFCv_5,DefaultB_PFCv_5,X17Networks_LH_DefaultB_PFCv_5,,,,187,Schaefer2018_17Networks_LH_DefaultB_PFCv_5
187,Schaefer2018_17Networks_LH_DefaultC_IPL_1,16,DefaultC,188,17Networks_LH_DefaultC_IPL_1,-40,-78,30,lh_17Networks_LH_DefaultC_IPL_1,DefaultC_IPL_1,X17Networks_LH_DefaultC_IPL_1,,,,188,Schaefer2018_17Networks_LH_DefaultC_IPL_1
188,Schaefer2018_17Networks_LH_DefaultC_Rsp_1,16,DefaultC,189,17Networks_LH_DefaultC_Rsp_1,-14,-48,4,lh_17Networks_LH_DefaultC_Rsp_1,DefaultC_Rsp_1,X17Networks_LH_DefaultC_Rsp_1,,,,189,Schaefer2018_17Networks_LH_DefaultC_Rsp_1
189,Schaefer2018_17Networks_LH_DefaultC_Rsp_2,16,DefaultC,190,17Networks_LH_DefaultC_Rsp_2,-8,-52,10,lh_17Networks_LH_DefaultC_Rsp_2,DefaultC_Rsp_2,X17Networks_LH_DefaultC_Rsp_2,,,,190,Schaefer2018_17Networks_LH_DefaultC_Rsp_2
190,Schaefer2018_17Networks_LH_DefaultC_Rsp_3,16,DefaultC,191,17Networks_LH_DefaultC_Rsp_3,-14,-60,18,lh_17Networks_LH_DefaultC_Rsp_3,DefaultC_Rsp_3,X17Networks_LH_DefaultC_Rsp_3,,,,191,Schaefer2018_17Networks_LH_DefaultC_Rsp_3
191,Schaefer2018_17Networks_LH_DefaultC_PHC_1,16,DefaultC,192,17Networks_LH_DefaultC_PHC_1,-20,-20,-26,lh_17Networks_LH_DefaultC_PHC_1,DefaultC_PHC_1,X17Networks_LH_DefaultC_PHC_1,,,,192,Schaefer2018_17Networks_LH_DefaultC_PHC_1
192,Schaefer2018_17Networks_LH_DefaultC_PHC_2,16,DefaultC,193,17Networks_LH_DefaultC_PHC_2,-30,-32,-18,lh_17Networks_LH_DefaultC_PHC_2,DefaultC_PHC_2,X17Networks_LH_DefaultC_PHC_2,,,,193,Schaefer2018_17Networks_LH_DefaultC_PHC_2
193,Schaefer2018_17Networks_LH_DefaultC_PHC_3,16,DefaultC,194,17Networks_LH_DefaultC_PHC_3,-18,-38,-12,lh_17Networks_LH_DefaultC_PHC_3,DefaultC_PHC_3,X17Networks_LH_DefaultC_PHC_3,,,,194,Schaefer2018_17Networks_LH_DefaultC_PHC_3
194,Schaefer2018_17Networks_LH_TempPar_1,17,TempPar,195,17Networks_LH_TempPar_1,-52,6,-12,lh_17Networks_LH_TempPar_1,TempPar_1,X17Networks_LH_TempPar_1,,,,195,Schaefer2018_17Networks_LH_TempPar_1
195,Schaefer2018_17Networks_LH_TempPar_2,17,TempPar,196,17Networks_LH_TempPar_2,-60,-12,-2,lh_17Networks_LH_TempPar_2,TempPar_2,X17Networks_LH_TempPar_2,,,,196,Schaefer2018_17Networks_LH_TempPar_2
196,Schaefer2018_17Networks_LH_TempPar_3,17,TempPar,197,17Networks_LH_TempPar_3,-62,-32,6,lh_17Networks_LH_TempPar_3,TempPar_3,X17Networks_LH_TempPar_3,,,,197,Schaefer2018_17Networks_LH_TempPar_3
197,Schaefer2018_17Networks_LH_TempPar_4,17,TempPar,198,17Networks_LH_TempPar_4,-52,-44,4,lh_17Networks_LH_TempPar_4,TempPar_4,X17Networks_LH_TempPar_4,,,,198,Schaefer2018_17Networks_LH_TempPar_4
198,Schaefer2018_17Networks_LH_TempPar_5,17,TempPar,199,17Networks_LH_TempPar_5,-58,-54,10,lh_17Networks_LH_TempPar_5,TempPar_5,X17Networks_LH_TempPar_5,,,,199,Schaefer2018_17Networks_LH_TempPar_5
199,Schaefer2018_17Networks_LH_TempPar_6,17,TempPar,200,17Networks_LH_TempPar_6,-58,-48,16,lh_17Networks_LH_TempPar_6,TempPar_6,X17Networks_LH_TempPar_6,,,,200,Schaefer2018_17Networks_LH_TempPar_6
200,Schaefer2018_17Networks_RH_VisCent_ExStr_1,1,VisCent,201,17Networks_RH_VisCent_ExStr_1,36,-54,-18,rh_17Networks_RH_VisCent_ExStr_1,VisCent_ExStr_1,X17Networks_RH_VisCent_ExStr_1,,,,201,Schaefer2018_17Networks_RH_VisCent_ExStr_1
201,Schaefer2018_17Networks_RH_VisCent_ExStr_2,1,VisCent,202,17Networks_RH_VisCent_ExStr_2,38,-74,-16,rh_17Networks_RH_VisCent_ExStr_2,VisCent_ExStr_2,X17Networks_RH_VisCent_ExStr_2,,,,202,Schaefer2018_17Networks_RH_VisCent_ExStr_2
202,Schaefer2018_17Networks_RH_VisCent_ExStr_3,1,VisCent,203,17Networks_RH_VisCent_ExStr_3,24,-74,-10,rh_17Networks_RH_VisCent_ExStr_3,VisCent_ExStr_3,X17Networks_RH_VisCent_ExStr_3,,,,203,Schaefer2018_17Networks_RH_VisCent_ExStr_3
203,Schaefer2018_17Networks_RH_VisCent_ExStr_4,1,VisCent,204,17Networks_RH_VisCent_ExStr_4,20,-88,-12,rh_17Networks_RH_VisCent_ExStr_4,VisCent_ExStr_4,X17Networks_RH_VisCent_ExStr_4,,,,204,Schaefer2018_17Networks_RH_VisCent_ExStr_4
204,Schaefer2018_17Networks_RH_VisCent_ExStr_5,1,VisCent,205,17Networks_RH_VisCent_ExStr_5,42,-84,-12,rh_17Networks_RH_VisCent_ExStr_5,VisCent_ExStr_5,X17Networks_RH_VisCent_ExStr_5,,,,205,Schaefer2018_17Networks_RH_VisCent_ExStr_5
205,Schaefer2018_17Networks_RH_VisCent_ExStr_6,1,VisCent,206,17Networks_RH_VisCent_ExStr_6,26,-96,-10,rh_17Networks_RH_VisCent_ExStr_6,VisCent_ExStr_6,X17Networks_RH_VisCent_ExStr_6,,,,206,Schaefer2018_17Networks_RH_VisCent_ExStr_6
206,Schaefer2018_17Networks_RH_VisCent_ExStr_7,1,VisCent,207,17Networks_RH_VisCent_Striate_1,8,-92,-2,rh_17Networks_RH_VisCent_Striate_1,VisCent_Striate_1,X17Networks_RH_VisCent_Striate_1,,,,207,Schaefer2018_17Networks_RH_VisCent_ExStr_7
207,Schaefer2018_17Networks_RH_VisCent_ExStr_8,1,VisCent,208,17Networks_RH_VisCent_ExStr_7,36,-88,2,rh_17Networks_RH_VisCent_ExStr_7,VisCent_ExStr_7,X17Networks_RH_VisCent_ExStr_7,,,,208,Schaefer2018_17Networks_RH_VisCent_ExStr_8
208,Schaefer2018_17Networks_RH_VisCent_ExStr_9,1,VisCent,209,17Networks_RH_VisCent_ExStr_8,24,-98,8,rh_17Networks_RH_VisCent_ExStr_8,VisCent_ExStr_8,X17Networks_RH_VisCent_ExStr_8,,,,209,Schaefer2018_17Networks_RH_VisCent_ExStr_9
209,Schaefer2018_17Networks_RH_VisCent_ExStr_10,1,VisCent,210,17Networks_RH_VisCent_ExStr_9,44,-78,10,rh_17Networks_RH_VisCent_ExStr_9,VisCent_ExStr_9,X17Networks_RH_VisCent_ExStr_9,,,,210,Schaefer2018_17Networks_RH_VisCent_ExStr_10
210,Schaefer2018_17Networks_RH_VisCent_ExStr_11,1,VisCent,211,17Networks_RH_VisCent_ExStr_10,12,-94,18,rh_17Networks_RH_VisCent_ExStr_10,VisCent_ExStr_10,X17Networks_RH_VisCent_ExStr_10,,,,211,Schaefer2018_17Networks_RH_VisCent_ExStr_11
211,Schaefer2018_17Networks_RH_VisCent_ExStr_12,1,VisCent,212,17Networks_RH_VisCent_ExStr_11,28,-88,20,rh_17Networks_RH_VisCent_ExStr_11,VisCent_ExStr_11,X17Networks_RH_VisCent_ExStr_11,,,,212,Schaefer2018_17Networks_RH_VisCent_ExStr_12
212,Schaefer2018_17Networks_RH_VisPeri_ExStrSup_1,2,VisPeri,213,17Networks_RH_VisPeri_ExStrInf_1,26,-52,-8,rh_17Networks_RH_VisPeri_ExStrInf_1,VisPeri_ExStrInf_1,X17Networks_RH_VisPeri_ExStrInf_1,,,,213,Schaefer2018_17Networks_RH_VisPeri_ExStrSup_1
213,Schaefer2018_17Networks_RH_VisPeri_ExStrSup_2,2,VisPeri,214,17Networks_RH_VisPeri_ExStrInf_2,18,-36,-12,rh_17Networks_RH_VisPeri_ExStrInf_2,VisPeri_ExStrInf_2,X17Networks_RH_VisPeri_ExStrInf_2,,,,214,Schaefer2018_17Networks_RH_VisPeri_ExStrSup_2
214,Schaefer2018_17Networks_RH_VisPeri_ExStrSup_3,2,VisPeri,215,17Networks_RH_VisPeri_ExStrInf_3,10,-72,-6,rh_17Networks_RH_VisPeri_ExStrInf_3,VisPeri_ExStrInf_3,X17Networks_RH_VisPeri_ExStrInf_3,,,,215,Schaefer2018_17Networks_RH_VisPeri_ExStrSup_3
215,Schaefer2018_17Networks_RH_VisPeri_ExStrSup_4,2,VisPeri,216,17Networks_RH_VisPeri_ExStrInf_4,14,-58,-4,rh_17Networks_RH_VisPeri_ExStrInf_4,VisPeri_ExStrInf_4,X17Networks_RH_VisPeri_ExStrInf_4,,,,216,Schaefer2018_17Networks_RH_VisPeri_ExStrSup_4
216,Schaefer2018_17Networks_RH_VisPeri_ExStrSup_5,2,VisPeri,217,17Networks_RH_VisPeri_ExStrInf_5,18,-44,-2,rh_17Networks_RH_VisPeri_ExStrInf_5,VisPeri_ExStrInf_5,X17Networks_RH_VisPeri_ExStrInf_5,,,,217,Schaefer2018_17Networks_RH_VisPeri_ExStrSup_5
217,Schaefer2018_17Networks_RH_VisPeri_ExStrSup_6,2,VisPeri,218,17Networks_RH_VisPeri_StriCal_1,10,-74,8,rh_17Networks_RH_VisPeri_StriCal_1,VisPeri_StriCal_1,X17Networks_RH_VisPeri_StriCal_1,,,,218,Schaefer2018_17Networks_RH_VisPeri_ExStrSup_6
218,Schaefer2018_17Networks_RH_VisPeri_ExStrSup_7,2,VisPeri,219,17Networks_RH_VisPeri_StriCal_2,22,-60,6,rh_17Networks_RH_VisPeri_StriCal_2,VisPeri_StriCal_2,X17Networks_RH_VisPeri_StriCal_2,,,,219,Schaefer2018_17Networks_RH_VisPeri_ExStrSup_7
219,Schaefer2018_17Networks_RH_VisPeri_ExStrSup_8,2,VisPeri,220,17Networks_RH_VisPeri_ExStrSup_1,16,-66,18,rh_17Networks_RH_VisPeri_ExStrSup_1,VisPeri_ExStrSup_1,X17Networks_RH_VisPeri_ExStrSup_1,,,,220,Schaefer2018_17Networks_RH_VisPeri_ExStrSup_8
220,Schaefer2018_17Networks_RH_VisPeri_ExStrSup_9,2,VisPeri,221,17Networks_RH_VisPeri_ExStrSup_2,4,-80,24,rh_17Networks_RH_VisPeri_ExStrSup_2,VisPeri_ExStrSup_2,X17Networks_RH_VisPeri_ExStrSup_2,,,,221,Schaefer2018_17Networks_RH_VisPeri_ExStrSup_9
221,Schaefer2018_17Networks_RH_VisPeri_ExStrSup_10,2,VisPeri,222,17Networks_RH_VisPeri_ExStrSup_3,14,-78,34,rh_17Networks_RH_VisPeri_ExStrSup_3,VisPeri_ExStrSup_3,X17Networks_RH_VisPeri_ExStrSup_3,,,,222,Schaefer2018_17Networks_RH_VisPeri_ExStrSup_10
222,Schaefer2018_17Networks_RH_VisPeri_ExStrSup_11,2,VisPeri,223,17Networks_RH_VisPeri_ExStrSup_4,16,-86,36,rh_17Networks_RH_VisPeri_ExStrSup_4,VisPeri_ExStrSup_4,X17Networks_RH_VisPeri_ExStrSup_4,,,,223,Schaefer2018_17Networks_RH_VisPeri_ExStrSup_11
223,Schaefer2018_17Networks_RH_SomMotA_1,2,SomMotA,224,17Networks_RH_SomMotA_1,54,-16,40,rh_17Networks_RH_SomMotA_1,SomMotA_1,X17Networks_RH_SomMotA_1,,,,224,Schaefer2018_17Networks_RH_SomMotA_1
224,Schaefer2018_17Networks_RH_SomMotA_2,3,SomMotA,225,17Networks_RH_SomMotA_2,52,-12,50,rh_17Networks_RH_SomMotA_2,SomMotA_2,X17Networks_RH_SomMotA_2,,,,225,Schaefer2018_17Networks_RH_SomMotA_2
225,Schaefer2018_17Networks_RH_SomMotA_3,3,SomMotA,226,17Networks_RH_SomMotA_3,44,-10,48,rh_17Networks_RH_SomMotA_3,SomMotA_3,X17Networks_RH_SomMotA_3,,,,226,Schaefer2018_17Networks_RH_SomMotA_3
226,Schaefer2018_17Networks_RH_SomMotA_4,3,SomMotA,227,17Networks_RH_SomMotA_4,50,-26,56,rh_17Networks_RH_SomMotA_4,SomMotA_4,X17Networks_RH_SomMotA_4,,,,227,Schaefer2018_17Networks_RH_SomMotA_4
227,Schaefer2018_17Networks_RH_SomMotA_5,3,SomMotA,228,17Networks_RH_SomMotA_5,6,-10,52,rh_17Networks_RH_SomMotA_5,SomMotA_5,X17Networks_RH_SomMotA_5,,,,228,Schaefer2018_17Networks_RH_SomMotA_5
228,Schaefer2018_17Networks_RH_SomMotA_6,3,SomMotA,229,17Networks_RH_SomMotA_6,44,-22,54,rh_17Networks_RH_SomMotA_6,SomMotA_6,X17Networks_RH_SomMotA_6,,,,229,Schaefer2018_17Networks_RH_SomMotA_6
229,Schaefer2018_17Networks_RH_SomMotA_7,3,SomMotA,230,17Networks_RH_SomMotA_7,38,-20,64,rh_17Networks_RH_SomMotA_7,SomMotA_7,X17Networks_RH_SomMotA_7,,,,230,Schaefer2018_17Networks_RH_SomMotA_7
230,Schaefer2018_17Networks_RH_SomMotA_8,3,SomMotA,231,17Networks_RH_SomMotA_8,32,-34,64,rh_17Networks_RH_SomMotA_8,SomMotA_8,X17Networks_RH_SomMotA_8,,,,231,Schaefer2018_17Networks_RH_SomMotA_8
231,Schaefer2018_17Networks_RH_SomMotA_9,3,SomMotA,232,17Networks_RH_SomMotA_9,30,-40,64,rh_17Networks_RH_SomMotA_9,SomMotA_9,X17Networks_RH_SomMotA_9,,,,232,Schaefer2018_17Networks_RH_SomMotA_9
232,Schaefer2018_17Networks_RH_SomMotA_10,3,SomMotA,233,17Networks_RH_SomMotA_10,34,-28,62,rh_17Networks_RH_SomMotA_10,SomMotA_10,X17Networks_RH_SomMotA_10,,,,233,Schaefer2018_17Networks_RH_SomMotA_10
233,Schaefer2018_17Networks_RH_SomMotA_11,3,SomMotA,234,17Networks_RH_SomMotA_11,4,-24,58,rh_17Networks_RH_SomMotA_11,SomMotA_11,X17Networks_RH_SomMotA_11,,,,234,Schaefer2018_17Networks_RH_SomMotA_11
234,Schaefer2018_17Networks_RH_SomMotA_12,3,SomMotA,235,17Networks_RH_SomMotA_12,28,-10,64,rh_17Networks_RH_SomMotA_12,SomMotA_12,X17Networks_RH_SomMotA_12,,,,235,Schaefer2018_17Networks_RH_SomMotA_12
235,Schaefer2018_17Networks_RH_SomMotA_13,3,SomMotA,236,17Networks_RH_SomMotA_13,10,-40,68,rh_17Networks_RH_SomMotA_13,SomMotA_13,X17Networks_RH_SomMotA_13,,,,236,Schaefer2018_17Networks_RH_SomMotA_13
236,Schaefer2018_17Networks_RH_SomMotA_14,3,SomMotA,237,17Networks_RH_SomMotA_14,22,-24,66,rh_17Networks_RH_SomMotA_14,SomMotA_14,X17Networks_RH_SomMotA_14,,,,237,Schaefer2018_17Networks_RH_SomMotA_14
237,Schaefer2018_17Networks_RH_SomMotA_15,3,SomMotA,238,17Networks_RH_SomMotA_15,22,-28,68,rh_17Networks_RH_SomMotA_15,SomMotA_15,X17Networks_RH_SomMotA_15,,,,238,Schaefer2018_17Networks_RH_SomMotA_15
238,Schaefer2018_17Networks_RH_SomMotA_16,3,SomMotA,239,17Networks_RH_SomMotA_16,22,-34,70,rh_17Networks_RH_SomMotA_16,SomMotA_16,X17Networks_RH_SomMotA_16,,,,239,Schaefer2018_17Networks_RH_SomMotA_16
239,Schaefer2018_17Networks_RH_SomMotA_17,3,SomMotA,240,17Networks_RH_SomMotA_17,16,-6,70,rh_17Networks_RH_SomMotA_17,SomMotA_17,X17Networks_RH_SomMotA_17,,,,240,Schaefer2018_17Networks_RH_SomMotA_17
240,Schaefer2018_17Networks_RH_SomMotA_18,3,SomMotA,241,17Networks_RH_SomMotA_18,6,-22,72,rh_17Networks_RH_SomMotA_18,SomMotA_18,X17Networks_RH_SomMotA_18,,,,241,Schaefer2018_17Networks_RH_SomMotA_18
241,Schaefer2018_17Networks_RH_SomMotA_19,3,SomMotA,242,17Networks_RH_SomMotA_19,16,-18,74,rh_17Networks_RH_SomMotA_19,SomMotA_19,X17Networks_RH_SomMotA_19,,,,242,Schaefer2018_17Networks_RH_SomMotA_19
242,Schaefer2018_17Networks_RH_SomMotA_20,3,SomMotA,243,17Networks_RH_SomMotA_20,12,-32,76,rh_17Networks_RH_SomMotA_20,SomMotA_20,X17Networks_RH_SomMotA_20,,,,243,Schaefer2018_17Networks_RH_SomMotA_20
243,Schaefer2018_17Networks_RH_SomMotB_S2_1,4,SomMotB,244,17Networks_RH_SomMotB_Aud_1,52,4,-6,rh_17Networks_RH_SomMotB_Aud_1,SomMotB_Aud_1,X17Networks_RH_SomMotB_Aud_1,,,,244,Schaefer2018_17Networks_RH_SomMotB_S2_1
244,Schaefer2018_17Networks_RH_SomMotB_S2_2,4,SomMotB,245,17Networks_RH_SomMotB_Aud_2,54,-14,6,rh_17Networks_RH_SomMotB_Aud_2,SomMotB_Aud_2,X17Networks_RH_SomMotB_Aud_2,,,,245,Schaefer2018_17Networks_RH_SomMotB_S2_2
245,Schaefer2018_17Networks_RH_SomMotB_S2_3,4,SomMotB,246,17Networks_RH_SomMotB_Ins_1,40,-20,4,rh_17Networks_RH_SomMotB_Ins_1,SomMotB_Ins_1,X17Networks_RH_SomMotB_Ins_1,,,,246,Schaefer2018_17Networks_RH_SomMotB_S2_3
246,Schaefer2018_17Networks_RH_SomMotB_S2_4,4,SomMotB,247,17Networks_RH_SomMotB_S2_1,38,-8,14,rh_17Networks_RH_SomMotB_S2_1,SomMotB_S2_1,X17Networks_RH_SomMotB_S2_1,,,,247,Schaefer2018_17Networks_RH_SomMotB_S2_4
247,Schaefer2018_17Networks_RH_SomMotB_S2_5,4,SomMotB,248,17Networks_RH_SomMotB_S2_2,34,-22,14,rh_17Networks_RH_SomMotB_S2_2,SomMotB_S2_2,X17Networks_RH_SomMotB_S2_2,,,,248,Schaefer2018_17Networks_RH_SomMotB_S2_5
248,Schaefer2018_17Networks_RH_SomMotB_S2_6,4,SomMotB,249,17Networks_RH_SomMotB_Aud_3,60,-24,10,rh_17Networks_RH_SomMotB_Aud_3,SomMotB_Aud_3,X17Networks_RH_SomMotB_Aud_3,,,,249,Schaefer2018_17Networks_RH_SomMotB_S2_6
249,Schaefer2018_17Networks_RH_SomMotB_S2_7,4,SomMotB,250,17Networks_RH_SomMotB_S2_3,42,-14,18,rh_17Networks_RH_SomMotB_S2_3,SomMotB_S2_3,X17Networks_RH_SomMotB_S2_3,,,,250,Schaefer2018_17Networks_RH_SomMotB_S2_7
250,Schaefer2018_17Networks_RH_SomMotB_S2_8,4,SomMotB,251,17Networks_RH_SomMotB_S2_4,42,-30,18,rh_17Networks_RH_SomMotB_S2_4,SomMotB_S2_4,X17Networks_RH_SomMotB_S2_4,,,,251,Schaefer2018_17Networks_RH_SomMotB_S2_8
251,Schaefer2018_17Networks_RH_SomMotB_S2_9,4,SomMotB,252,17Networks_RH_SomMotB_S2_5,50,-10,14,rh_17Networks_RH_SomMotB_S2_5,SomMotB_S2_5,X17Networks_RH_SomMotB_S2_5,,,,252,Schaefer2018_17Networks_RH_SomMotB_S2_9
252,Schaefer2018_17Networks_RH_SomMotB_S2_10,4,SomMotB,253,17Networks_RH_SomMotB_S2_6,60,0,10,rh_17Networks_RH_SomMotB_S2_6,SomMotB_S2_6,X17Networks_RH_SomMotB_S2_6,,,,253,Schaefer2018_17Networks_RH_SomMotB_S2_10
